"","total_claim_amount","pol_bonus","pol_duration","pol_sit_duration","pol_insee_code","drv_age1","drv_age2","drv_age_lic1","drv_age_lic2","vh_age","vh_cyl","vh_din","vh_make","vh_model","vh_sale_begin","vh_sale_end","vh_speed","vh_value","vh_weight","pol_coverageMaxi","pol_coverageMedian1","pol_coverageMedian2","pol_coverageMini","pol_pay_freqMonthly","pol_pay_freqQuarterly","pol_pay_freqYearly","pol_paydYes","pol_usageProfessional","pol_usageRetired","pol_usageWorkPrivate","vh_fuelGasoline","vh_fuelHybrid","vh_typeTourism","drv_sex1"
"2964",686.62,0,0.027027027027027,0.0526315789473684,12,0.595238095238095,0.673913043478261,0.381818181818182,0.378378378378378,0.0188679245283019,0.216561724861668,0.187755102040816,7,175,0.037037037037037,0,0.486772486772487,0.188498109047481,0.478125,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1
"2965",579.05,0,0.0540540540540541,0.0526315789473684,13,0.166666666666667,0,0.118181818181818,0,0.0566037735849057,0.179164281625644,0.148979591836735,48,531,0.0925925925925926,0.0612244897959184,0.46031746031746,0.108879055595535,0.3296875,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
"2966",83.06,0,0.405405405405405,0,14,0.476190476190476,0,0.354545454545455,0,0.0377358490566038,0.216561724861668,0.148979591836735,34,34,0.0555555555555556,0.0408163265306122,0.486772486772487,0.148688582321508,0.4096875,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1
"2967",1240.89,0.330188679245283,0.189189189189189,0.105263157894737,92,0.25,0,0.163636363636364,0,0.226415094339623,0.223812249570693,0.148979591836735,37,447,0.259259259259259,0.224489795918367,0.433862433862434,0.144301878703434,0.3359375,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0
"2968",750,0.188679245283019,0.108108108108108,0.210526315789474,67,0.44047619047619,0,0.327272727272727,0,0.113207547169811,0.275710742224766,0.13265306122449,37,487,0.166666666666667,0.0816326530612245,0.264550264550265,0.160838143651146,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"2969",508.24,0,0.189189189189189,0.0526315789473684,84,0.44047619047619,0,0.327272727272727,0,0.169811320754717,0.275329135661133,0.108163265306122,34,15,0.222222222222222,0.142857142857143,0.386243386243386,0.0908882117866822,0.315625,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1
"2970",4234.84,0,0.135135135135135,0.0526315789473684,69,0.25,0.41304347826087,0.181818181818182,0.126126126126126,0.132075471698113,0.334668956306048,0.23265306122449,7,178,0.148148148148148,0.102040816326531,0.497354497354497,0.249360750868919,0.515,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1
"2971",922.03,0,0.648648648648649,0,62,0.607142857142857,0.630434782608696,0.427272727272727,0.279279279279279,0,0.178401068498378,0.118367346938776,34,16,0.0185185185185185,0,0.417989417989418,0.0958644026274288,0.3559375,1,0,0,0,1,0,0,0,0,0,1,1,0,1,1
"2972",3080.69,0,0.567567567567568,0.105263157894737,59,0.523809523809524,0,0.345454545454545,0,0.188679245283019,0.275329135661133,0.108163265306122,34,15,0.222222222222222,0.142857142857143,0.386243386243386,0.0908882117866822,0.315625,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"2973",284.52,0,0.0540540540540541,0.0526315789473684,94,0.19047619047619,0,0.127272727272727,0,0.245283018867925,0.280671627551994,0.148979591836735,51,283,0.314814814814815,0.326530612244898,0.486772486772487,0.121549203043898,0.3578125,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1
"2974",247.05,0,0.216216216216216,0.0526315789473684,67,0.25,0,0.163636363636364,0,0.188679245283019,0.275710742224766,0.0959183673469388,37,201,0.222222222222222,0.204081632653061,0.386243386243386,0.0841971490254322,0.3078125,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1
"2975",1830.61,0,0.72972972972973,0,15,0.523809523809524,0,0.390909090909091,0,0.188679245283019,0.184125166952872,0.118367346938776,37,201,0.222222222222222,0.204081632653061,0.433862433862434,0.0806985040804765,0.296875,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1
"2976",350.79,0,0.243243243243243,0.0526315789473684,79,0.357142857142857,0.271739130434783,0.263636363636364,0.0630630630630631,0.0943396226415094,0.185651593207403,0.104081632653061,7,168,0.148148148148148,0,0.37037037037037,0.132228874155961,0.330625,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0
"2977",130.11,0,0,0,12,0.428571428571429,0.58695652173913,0.318181818181818,0.315315315315315,0.0188679245283019,0.327800038160656,0.312244897959184,28,282,0.0185185185185185,0,0.619047619047619,0.330128156053345,0.553125,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1
"2978",1819.89,0,0.675675675675676,0,38,0.535714285714286,0,0.4,0,0.169811320754717,0.299942759015455,0.148979591836735,34,33,0.166666666666667,0.122448979591837,0.481481481481481,0.131846090245135,0.3884375,1,0,0,0,0,0,1,1,0,1,0,0,0,1,1
"2979",2931.24,0,0.243243243243243,0,83,0.464285714285714,0.630434782608696,0.254545454545455,0.126126126126126,0.0943396226415094,0.221713413470712,0.187755102040816,34,33,0.166666666666667,0.122448979591837,0.53968253968254,0.118065869455375,0.3675,1,0,0,0,1,0,0,0,0,1,0,1,0,1,1
"2980",352.15,0.169811320754717,0.027027027027027,0.0526315789473684,75,0.226190476190476,0,0.145454545454545,0,0.0188679245283019,0.328944857851555,0.312244897959184,28,163,0.0555555555555556,0.0204081632653061,0.746031746031746,0.255485293442146,0.471875,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
"2981",219.51,0,0.675675675675676,0.157894736842105,76,0.416666666666667,0.608695652173913,0.281818181818182,0.252252252252252,0.0566037735849057,0.178401068498378,0.118367346938776,34,15,0.222222222222222,0.142857142857143,0.433862433862434,0.0847636692134556,0.296875,1,0,0,0,1,0,0,0,0,0,1,1,0,1,1
"2982",1352.62,0,0.513513513513513,0.105263157894737,94,0.357142857142857,0.630434782608696,0.245454545454545,0.36036036036036,0.132075471698113,0.299942759015455,0.148979591836735,7,528,0.166666666666667,0.102040816326531,0.46031746031746,0.165148290487054,0.40625,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
"2983",1236,0,0.0810810810810811,0,11,0.226190476190476,0,0.172727272727273,0,0.169811320754717,0.275710742224766,0.171428571428571,37,487,0.166666666666667,0.0816326530612245,0.354497354497354,0.189646460779961,0.5765625,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1
"2984",2052.84,0,0.108108108108108,0.0526315789473684,11,0.511904761904762,0.543478260869565,0.263636363636364,0.234234234234234,0.132075471698113,0.275329135661133,0.108163265306122,7,147,0.148148148148148,0.0612244897959184,0.285714285714286,0.108879055595535,0.346875,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1
"2985",674.21,0,0.135135135135135,0.263157894736842,92,0.297619047619048,0,0.209090909090909,0,0.0943396226415094,0.586720091585575,0.53469387755102,32,49,0.12962962962963,0.0816326530612245,0.857142857142857,0.261992619926199,0.375,1,0,0,0,0,0,1,0,0,0,1,1,0,1,1
"2986",1428.7,0.0471698113207548,0,0,94,0.488095238095238,0,0.263636363636364,0,0.0377358490566038,0.185651593207403,0.104081632653061,15,264,0.148148148148148,0.0408163265306122,0.402116402116402,0.114238030347108,0.334375,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
"2987",193.14,0.122641509433962,0.189189189189189,0,53,0.404761904761905,0,0.3,0,0,0.328754054569739,0.271428571428571,28,509,0.12962962962963,0,0.486772486772487,0.305568740334706,0.609375,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1
"2988",349.6,0.00943396226415095,0.351351351351351,0.421052631578947,44,0.333333333333333,0,0.218181818181818,0,0.377358490566038,0.247281053234116,0.148979591836735,52,57,0.388888888888889,0.36734693877551,0.46031746031746,0.0970357213945583,0.30875,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1
"2989",1592.21,0,0.162162162162162,0.315789473684211,95,0.404761904761905,0,0.245454545454545,0,0.226415094339623,0.282388857088342,0.108163265306122,34,32,0.222222222222222,0.224489795918367,0.380952380952381,0.103336344566765,0.3375,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
"2990",1923.92,0,0.027027027027027,0,61,0.380952380952381,0,0.254545454545455,0,0.0754716981132075,0.109330280480824,0.104081632653061,7,158,0.0925925925925926,0.0204081632653061,0.365079365079365,0.0598827150097227,0.2640625,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0
"2991",1213.91,0,0.216216216216216,0,69,0.285714285714286,0.5,0.209090909090909,0.234234234234234,0,0.185460789925587,0.161224489795918,34,16,0.0555555555555556,0,0.513227513227513,0.126869899404388,0.3796875,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0
"2992",544.06,0,0.108108108108108,0,12,0.357142857142857,0,0.272727272727273,0,0,0.216561724861668,0.155102040816327,7,236,0,0,0.486772486772487,0.138736200640015,0.3375,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1
"2993",1206.52,0.330188679245283,0.243243243243243,0.105263157894737,1,0.428571428571429,0,0.309090909090909,0,0.132075471698113,0.138141576035108,0.0857142857142857,37,201,0.166666666666667,0.142857142857143,0.380952380952381,0.0755768553536158,0.278125,1,0,0,0,1,0,0,0,0,0,1,1,0,1,1
"2994",1899.29,0,0.297297297297297,0.105263157894737,27,0.488095238095238,0.630434782608696,0.354545454545455,0.351351351351351,0.0377358490566038,0.197672199961839,0.191836734693878,37,326,0.0555555555555556,0.0204081632653061,0.55026455026455,0.189263676869134,0.433125,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1
"2995",130.11,0.0660377358490565,0.027027027027027,0,5,0.130952380952381,0.358695652173913,0.0818181818181818,0.126126126126126,0.0943396226415094,0.395153596641862,0.3,2,109,0.111111111111111,0.102040816326531,0.708994708994709,0.265054891212813,0.4875,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1
"2996",590.07,0,0.108108108108108,0.0526315789473684,85,0.154761904761905,0.369565217391304,0.109090909090909,0.135135135135135,0.132075471698113,0.299942759015455,0.187755102040816,7,176,0.148148148148148,0.122448979591837,0.55026455026455,0.180459646920121,0.44875,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0
"2997",245.01,0,0.027027027027027,0.0526315789473684,10,0.654761904761905,0,0.481818181818182,0,0.207547169811321,0.275710742224766,0.0959183673469388,37,319,0.240740740740741,0.183673469387755,0.301587301587302,0.0933609958506224,0.3328125,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
"2998",554,0,0.702702702702703,0,64,0.428571428571429,0.206521739130435,0.318181818181818,0.00900900900900901,0.358490566037736,0.256439610761305,0.0877551020408163,34,14,0.5,0.346938775510204,0.354497354497354,0.0818085774218738,0.265625,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1
"2999",336.66,0,0.0810810810810811,0.105263157894737,83,0.69047619047619,0,0.263636363636364,0,0.113207547169811,0.431215416905171,0.326530612244898,28,244,0.148148148148148,0.102040816326531,0.751322751322751,0.307926689225398,0.5203125,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1
"3000",1236,0,0.756756756756757,0,76,0.75,0,0.5,0,0.150943396226415,0.275329135661133,0.108163265306122,7,528,0.185185185185185,0.163265306122449,0.391534391534392,0.116534733812068,0.3834375,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1
"3001",56.19,0,0.189189189189189,0,63,0.452380952380952,0,0.309090909090909,0,0.132075471698113,0.280671627551994,0.171428571428571,2,107,0.166666666666667,0.142857142857143,0.529100529100529,0.178928511276814,0.365625,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1
"3002",342.61,0,0.540540540540541,0,91,0.392857142857143,0.293478260869565,0.263636363636364,0.0720720720720721,0,0.153405838580424,0.140816326530612,33,211,0,0,0.444444444444444,0.0980845493102234,0.3390625,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0
"3003",207.37,0,0.27027027027027,0.263157894736842,93,0.297619047619048,0,0.227272727272727,0,0.245283018867925,0.388475481778287,0.251020408163265,2,112,0.296296296296296,0.285714285714286,0.608465608465608,0.251090934145856,0.471875,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1
"3004",506.25,0,0.297297297297297,0.105263157894737,22,0.702380952380952,0.771739130434783,0.427272727272727,0.423423423423423,0.113207547169811,0.223812249570693,0.195918367346939,37,447,0.12962962962963,0.102040816326531,0.513227513227513,0.152516421429774,0.4125,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1
"3005",106.14,0,0.675675675675676,0.368421052631579,10,0.404761904761905,0,0.3,0,0.169811320754717,0.166762068307575,0.0877551020408163,15,264,0.203703703703704,0.163265306122449,0.354497354497354,0.0686867449587359,0.290625,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0
"3006",402.71,0,0.351351351351351,0.0526315789473684,64,0.642857142857143,0,0.436363636363636,0,0.0188679245283019,0.300133562297272,0.312244897959184,37,326,0.0555555555555556,0,0.698412698412698,0.256250861263799,0.4584375,1,0,0,0,0,0,1,0,0,1,0,1,0,1,1
"3007",1338.07,0.207547169811321,0,0,57,0.0833333333333333,0,0.0545454545454545,0,0.0188679245283019,0.216561724861668,0.148979591836735,7,174,0.037037037037037,0.0204081632653061,0.486772486772487,0.151368069697294,0.3928125,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
"3008",106.14,0,0.135135135135135,0.263157894736842,84,0.30952380952381,0,0.227272727272727,0,0.0943396226415094,0.275710742224766,0.210204081632653,37,352,0.12962962962963,0.102040816326531,0.592592592592593,0.19653657117484,0.4453125,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1
"3009",398.23,0,0.0810810810810811,0.157894736842105,64,0.464285714285714,0,0.354545454545455,0,0.0566037735849057,0.138141576035108,0.118367346938776,37,495,0.185185185185185,0.0816326530612245,0.433862433862434,0.0736629357994825,0.2640625,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0
"3010",1236,0,0.459459459459459,0.105263157894737,83,0.75,0,0.418181818181818,0,0.0566037735849057,0.197672199961839,0.140816326530612,37,201,0.0925925925925926,0.0816326530612245,0.455026455026455,0.108496271684709,0.3640625,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1
"3011",804.21,0,0.675675675675676,0.157894736842105,33,0.714285714285714,0,0.536363636363636,0,0.150943396226415,0.299942759015455,0.148979591836735,34,33,0.148148148148148,0.102040816326531,0.455026455026455,0.134525577620921,0.3884375,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1
"3012",164.92,0,0.108108108108108,0.157894736842105,94,0.642857142857143,0,0.409090909090909,0,0.0943396226415094,0.223812249570693,0.195918367346939,37,447,0.12962962962963,0.102040816326531,0.513227513227513,0.152516421429774,0.4125,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1
"3013",1087.12,0.00943396226415095,0.189189189189189,0.0526315789473684,74,0.142857142857143,0,0.109090909090909,0,0.113207547169811,0.203205495134516,0.169387755102041,47,297,0.12962962962963,0.0204081632653061,0.407407407407407,0.0988501171318767,0.315625,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0
"3014",1236,0.528301886792453,0,0,59,0.19047619047619,0.358695652173913,0.127272727272727,0.135135135135135,0,0.157031100934936,0.118367346938776,33,211,0,0,0.396825396825397,0.116458177029903,0.353125,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
"3015",1010.41,0,0.540540540540541,0,40,0.273809523809524,0.445652173913043,0.2,0.162162162162162,0.0754716981132075,0.299942759015455,0.187755102040816,34,90,0.12962962962963,0.102040816326531,0.455026455026455,0.250126318690573,0.534375,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1
"3016",349.83,0,0.72972972972973,0,52,0.535714285714286,0,0.381818181818182,0,0.188679245283019,0.275710742224766,0.0959183673469388,37,319,0.240740740740741,0.183673469387755,0.301587301587302,0.100342974384101,0.3328125,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
"3017",1236,0,0,0,9,0.642857142857143,0.793478260869565,0.454545454545455,0.396396396396396,0.283018867924528,0.223812249570693,0.118367346938776,51,397,0.296296296296296,0.285714285714286,0.444444444444444,0.0865321308814748,0.2859375,0,0,1,0,1,0,0,0,0,1,0,1,0,1,1
"3018",1199.26,0.169811320754717,0.135135135135135,0.0526315789473684,62,0.0833333333333333,0,0.0636363636363636,0,0.0943396226415094,0.133371493989697,0.0877551020408163,7,161,0.12962962962963,0.102040816326531,0.37037037037037,0.0790219105510557,0.29125,1,0,0,0,1,0,0,0,0,0,1,1,0,1,1
"3019",1294.6,0,0.0810810810810811,0,73,0.535714285714286,0.684782608695652,0.381818181818182,0.387387387387387,0.0943396226415094,0.178401068498378,0.146938775510204,34,33,0.12962962962963,0.122448979591837,0.46031746031746,0.115003598168762,0.38375,1,0,0,0,0,0,1,0,0,1,0,1,0,1,1
"3020",251.55,0,0.0810810810810811,0.157894736842105,93,0.321428571428571,0,0.2,0,0.207547169811321,0.336386185842396,0.195918367346939,37,254,0.259259259259259,0.224489795918367,0.46031746031746,0.202775948921315,0.509375,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1
"3021",383.25,0,0.297297297297297,0,85,0.488095238095238,0.41304347826087,0.363636363636364,0.18018018018018,0.320754716981132,0.253386758252242,0.0857142857142857,15,264,0.333333333333333,0.326530612244898,0.338624338624339,0.0796496761648114,0.2875,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0
"3022",818.6,0.0943396226415094,0.351351351351351,0,72,0.166666666666667,0,0.118181818181818,0,0.0754716981132075,0.216561724861668,0.153061224489796,7,528,0.0925925925925926,0.0816326530612245,0.502645502645503,0.152133637518948,0.4125,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1
"3023",478.57,0.00943396226415095,0.243243243243243,0.0526315789473684,40,0.130952380952381,0,0.1,0,0.169811320754717,0.280671627551994,0.104081632653061,42,295,0.203703703703704,0.204081632653061,0.386243386243386,0.0784707017194653,0.33,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1
"3024",511.91,0,0.0540540540540541,0,82,0.369047619047619,0.5,0.254545454545455,0.216216216216216,0.0754716981132075,0.216561724861668,0.148979591836735,34,16,0.0740740740740741,0.0204081632653061,0.497354497354497,0.136822281085881,0.3765625,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
"3025",1544.95,0,0.324324324324324,0,34,0.571428571428571,0,0.345454545454545,0,0,0.133371493989697,0.0877551020408163,34,15,0.0185185185185185,0,0.354497354497354,0.0817013979268423,0.2953125,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0
"3026",297.29,0,0.216216216216216,0,91,0.55952380952381,0.402173913043478,0.427272727272727,0.162162162162162,0.0188679245283019,0.197672199961839,0.104081632653061,8,333,0.037037037037037,0,0.328042328042328,0.0738543277548958,0.35625,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
"3027",170.43,0,0,0,44,0.285714285714286,0,0.218181818181818,0,0.0566037735849057,0.157031100934936,0.138775510204082,14,234,0.0925925925925926,0.0612244897959184,0.35978835978836,0.108113487773882,0.415625,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1
"3028",518.1,0,0.351351351351351,0.368421052631579,59,0.571428571428571,0,0.290909090909091,0,0.188679245283019,0.241175348215989,0.148979591836735,28,103,0.222222222222222,0.183673469387755,0.46031746031746,0.135551438501937,0.3328125,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
"3029",1236,0,0.162162162162162,0.0526315789473684,23,0.261904761904762,0.434782608695652,0.190909090909091,0.189189189189189,0.0188679245283019,0.18584239648922,0.104081632653061,7,376,0.0185185185185185,0.0204081632653061,0.333333333333333,0.11569260920825,0.3703125,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0
"3030",895.14,0.132075471698113,0.108108108108108,0.105263157894737,25,0.0833333333333333,0,0.0636363636363636,0,0.132075471698113,0.275710742224766,0.210204081632653,37,352,0.148148148148148,0.102040816326531,0.571428571428571,0.167827777862841,0.396875,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0
"3031",103.59,0.245283018867925,0,0,0,0.0833333333333333,0,0.0545454545454545,0,0.113207547169811,0.185651593207403,0.104081632653061,7,168,0.148148148148148,0,0.37037037037037,0.132228874155961,0.330625,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
"3032",1766.05,0,0.567567567567568,0.157894736842105,85,0.630952380952381,0,0.436363636363636,0,0.0566037735849057,0.223812249570693,0.202040816326531,2,107,0.111111111111111,0.0612244897959184,0.571428571428571,0.203503238351886,0.3828125,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0
"3033",2552.49,0,0.27027027027027,0,27,0.535714285714286,0.728260869565217,0.354545454545455,0.441441441441441,0.0566037735849057,0.216561724861668,0.118367346938776,7,147,0.0925925925925926,0.0408163265306122,0.328042328042328,0.116427554317037,0.3965625,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
"3034",384.24,0,0,0,93,0.357142857142857,0.543478260869565,0.254545454545455,0.279279279279279,0.132075471698113,0.291165808051899,0.271428571428571,3,39,0.166666666666667,0.142857142857143,0.677248677248677,0.267045367549111,0.4703125,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
"3035",521.14,0,0.027027027027027,0.0526315789473684,51,0.392857142857143,0.25,0.290909090909091,0.045045045045045,0.0943396226415094,0.221713413470712,0.187755102040816,34,33,0.166666666666667,0.142857142857143,0.53968253968254,0.147540230589028,0.3728125,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0
"3036",555.56,0,0,0,67,0.416666666666667,0.206521739130435,0.309090909090909,0.00900900900900901,0.0188679245283019,0.138141576035108,0.118367346938776,37,495,0.0185185185185185,0,0.428571428571429,0.0801702622835357,0.2984375,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0
"3037",211.45,0,0.189189189189189,0,65,0.380952380952381,0,0.218181818181818,0,0.188679245283019,0.190230871970998,0.118367346938776,51,397,0.203703703703704,0.204081632653061,0.433862433862434,0.101705685106644,0.323125,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"3038",496.86,0.132075471698113,0.108108108108108,0,22,0.130952380952381,0,0.0727272727272727,0,0.0377358490566038,0.300133562297272,0.224489795918367,48,137,0.0555555555555556,0,0.592592592592593,0.199216058550627,0.4578125,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
"3039",688.38,0,0.189189189189189,0.0526315789473684,60,0.321428571428571,0.521739130434783,0.227272727272727,0.252252252252252,0.0188679245283019,0.344590726960504,0.271428571428571,48,423,0.0185185185185185,0,0.53968253968254,0.203809465480547,0.4953125,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
"3040",1236,0.0754716981132075,0,0,15,0.547619047619048,0,0.318181818181818,0,0.113207547169811,0.197672199961839,0.13265306122449,37,201,0.166666666666667,0.142857142857143,0.46031746031746,0.103902864754789,0.30625,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
"3041",1236,0.113207547169811,0.0810810810810811,0,7,0.273809523809524,0,0.2,0,0.0943396226415094,0.283342873497424,0.271428571428571,33,132,0.111111111111111,0.102040816326531,0.634920634920635,0.169894810981305,0.4353125,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1
"3042",2870.06,0,0.378378378378378,0,91,0.702380952380952,0,0.536363636363636,0,0.0566037735849057,0.294409463842778,0.251020408163265,43,382,0.0740740740740741,0.0408163265306122,0.587301587301587,0.220575400774755,0.459375,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1
"3043",2718.97,0,0.594594594594595,0.263157894736842,94,0.619047619047619,0.739130434782609,0.4,0.27027027027027,0.0943396226415094,0.221713413470712,0.187755102040816,7,168,0.148148148148148,0.0408163265306122,0.555555555555556,0.123042060296122,0.3321875,1,0,0,0,0,0,1,0,0,0,1,1,0,1,1
"3044",2865.81,0,0.378378378378378,0,64,0.333333333333333,0.217391304347826,0.245454545454545,1,0.0943396226415094,0.299942759015455,0.191836734693878,7,178,0.148148148148148,0.0816326530612245,0.455026455026455,0.260078700372066,0.534375,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1
"3045",142.49,0,0.027027027027027,0.0526315789473684,52,0.595238095238095,0.706521739130435,0.445454545454545,0.297297297297297,0.150943396226415,0.223812249570693,0.191836734693878,37,447,0.203703703703704,0.204081632653061,0.513227513227513,0.127382829844896,0.39375,1,0,0,0,0,0,1,0,0,1,0,1,0,1,1
"3046",594.4,0,0,0,35,0.333333333333333,0.445652173913043,0.245454545454545,0.198198198198198,0.150943396226415,0.299942759015455,0.148979591836735,7,528,0.166666666666667,0.102040816326531,0.46031746031746,0.170507265238627,0.4125,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1
"3047",1442.87,0,0.756756756756757,0.210526315789474,44,0.535714285714286,0,0.409090909090909,0,0.0754716981132075,0.223812249570693,0.193877551020408,37,363,0.111111111111111,0.0816326530612245,0.507936507936508,0.125338763761082,0.3765625,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0
"3048",3401.97,0,0.351351351351351,0,34,0.75,0,0.463636363636364,0,0,0.133371493989697,0.0877551020408163,7,161,0.12962962962963,0.102040816326531,0.37037037037037,0.0790219105510557,0.29125,1,0,0,0,1,0,0,0,0,1,0,1,0,1,1
"3049",2741.56,0,0.27027027027027,0,0,0.345238095238095,0,0.245454545454545,0,0,0.184125166952872,0.118367346938776,8,443,0.0185185185185185,0,0.386243386243386,0.0689929720873972,0.32375,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0
"3050",1945.6,0,0.027027027027027,0.0526315789473684,1,0.44047619047619,0.576086956521739,0.190909090909091,0.306306306306306,0.0188679245283019,0.184125166952872,0.118367346938776,8,443,0.037037037037037,0.0204081632653061,0.386243386243386,0.0529926046148428,0.32375,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0
"3051",2557,0,0.324324324324324,0.263157894736842,75,0.511904761904762,0.597826086956522,0.372727272727273,0.288288288288288,0.245283018867925,0.297653119633658,0.23265306122449,39,95,0.240740740740741,0.244897959183673,0.566137566137566,0.193206351150648,0.40625,1,0,0,0,0,0,1,0,0,0,1,1,0,1,1
"3052",1256.48,0,0.0540540540540541,0.105263157894737,23,0.166666666666667,0,0.118181818181818,0,0.150943396226415,0.178401068498378,0.118367346938776,34,15,0.222222222222222,0.142857142857143,0.433862433862434,0.0847636692134556,0.296875,1,0,0,0,0,0,1,0,0,0,1,1,0,1,1
"3053",767.34,0.0660377358490565,0.0810810810810811,0.0526315789473684,38,0.357142857142857,0,0.272727272727273,0,0.0188679245283019,0.138141576035108,0.0857142857142857,37,495,0.0555555555555556,0.0204081632653061,0.328042328042328,0.0836153174809756,0.2890625,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0
"3054",1827.25,0,0.594594594594595,0,69,0.321428571428571,0.467391304347826,0.227272727272727,0.216216216216216,0,0.216561724861668,0.148979591836735,34,16,0.0740740740740741,0.0612244897959184,0.497354497354497,0.109261839506362,0.400625,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0
"3055",1241.12,0,0.783783783783784,0,13,0.773809523809524,0,0.472727272727273,0,0,0.155886281244037,0.108163265306122,14,386,0,0,0.391534391534392,0.0648589058504693,0.26875,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0
"3056",7374.86,0,0,0,59,0.261904761904762,0,0.190909090909091,0,0.0188679245283019,0.280671627551994,0.179591836734694,51,284,0.0925925925925926,0.0612244897959184,0.502645502645503,0.154813124894734,0.4021875,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1
"3057",968.42,0,0.648648648648649,0.157894736842105,69,0.619047619047619,0,0.472727272727273,0,0.0754716981132075,0.178401068498378,0.146938775510204,7,174,0.111111111111111,0,0.497354497354497,0.137587848907535,0.3690625,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1
